student_id,first_name,last_name,school,grade,frl_status,ell_flag,sped_flag,dob
200744,James,Taylor,riverview,7,Free/Reduced,1,0,2016-01-21
200745,Liam,Lopez,Riverview,1,Free/Reduced,0,1,2018-06-01
200746,Olivia,Martinez,Altura,11,Free/Reduced,0,0,2013-05-16
200747,James,Brown,Mosley,3,Free/Reduced,0,0,2008-08-30
200748,Amelia,Lopez,Altura,1,Free/Reduced,1,0,2015-12-27
200749,Isabella,Anderson,Altura,11,Free/Reduced,0,1,2015-03-01
200750,Emma,Wilson,Altura,hs-senior,Paid,0,0,2010-11-12
200751,Emma,Thomas,Altura,7,Paid,0,0,2017-05-26
200752,Liam,Smith ,Altura,9,Paid,0,1,2016-10-20
200753,Charlotte,Davis,Pinecrest,10,Free/Reduced,1,0,2016-09-22
200754,Sophia,Garcia,Riverview,4,Unknown,0,0,2018-12-06
200755,Ava,Smith,Sunset,11,Free/Reduced,0,0,2019-07-12
200756,Olivia,Jackson,Mosley,5,Free/Reduced,0,1,2008-09-07
200757,James,Smith,Pinecrest,K,Paid,1,0,2009-08-03
200758,Isabella,Thomas,Pinecrest,10,Free/Reduced,0,0,2011-12-01
200759,Emma,Lopez,Pinecrest,hs-senior,Free/Reduced,1,0,2017-02-19
200760,Olivia,Anderson,Pinecrest,7,Paid,0,0,2018-12-01
200761,Emma,Johnson,Altura,9,Free/Reduced,1,0,2008-03-27
200762,Ava,Moore,Mosley,K,Free/Reduced,0,0,2010-09-04
200763,Noah,Smith,Mosley,10,Free/Reduced,0,0,2019-02-28
200764,Amelia,Davis,Riverview,hs-senior,Paid,1,0,2010-05-16
200765,Liam,Moore,Riverview,hs-senior,Paid,0,0,2014-05-07
200766,Mateo,Anderson,Mosley,hs-senior,Unknown,0,0,2010-06-24
200767,Sophia,Garcia,Mosley,11,Free/Reduced,0,0,2008-10-08
200768,James,Davis,Altura,11,Free/Reduced,0,0,2019-05-14
200769,Isabella,Davis,Sunset,7,Paid,0,0,2013-04-26
200770,Noah,Lopez,Sunset,10,Paid,0,0,2009-08-10
200771,Liam,Davis,Pinecrest,4,Free/Reduced,0,0,2017-01-19
200772,Liam,Brown,Pinecrest,9,Free/Reduced,0,0,2011-03-16
200773,Elijah,Johnson,Altura,4,Free/Reduced,0,0,2013-02-14
200774,Lucas,Taylor,Riverview,2,Paid,1,0,2014-02-27
200775,Lucas,Martinez,altura,5,Free/Reduced,0,0,2016-12-17
200776,Benjamin,Martin,Altura,9,Free/Reduced,0,0,2015-05-19
200777,Lucas,Jackson,Riverview,5,Paid,0,0,2014-06-22
200778,Mia,Brown,Pinecrest,hs-senior,Paid,1,0,2015-03-03
200779,James,Moore,Riverview,7,Free/Reduced,0,0,2019-08-03
200780,Elijah,Martinez,Riverview,10,Free/Reduced,0,0,2018-01-09
200781,Charlotte,Taylor,Riverview,4,Paid,0,0,2015-04-17
200782,Liam,Anderson,Riverview,4,Free/Reduced,0,0,2010-08-29
200783,Olivia,Johnson,Pinecrest,9,Free/Reduced,0,0,2007-10-19
200784,Noah,Smith,Riverview,8,Free/Reduced,0,0,2018-02-21
200785,Charlotte,Thomas,Mosley,6.0,Unknown,0,0,2008-02-10
200786,Liam,Moore,Riverview,9,Free/Reduced,1,0,2015-04-22
200787,James,Garcia,Sunset,1,Free/Reduced,0,0,2011-12-31
200788,Emma,Taylor,Riverview,hs-senior,Paid,1,0,2008-08-16
200789,Mia,Anderson,Pinecrest,11,Free/Reduced,0,0,2018-12-16
200790,Noah,Taylor,Altura,9,Paid,1,1,2016-03-14
200791,Liam,Taylor,Altura,9,Paid,0,0,2017-03-15
200792,Sophia,Smith,Pinecrest,6.0,Free/Reduced,0,0,2017-06-20
200793,Isabella,Martinez,Pinecrest,7,Paid,1,0,2009-01-14
200794,Emma,Smith,Mosley,hs-senior,Unknown,0,0,2016-01-09
200795,Isabella,Davis,Mosley,K,Free/Reduced,0,0,2017-11-14
200796,Emma,Brown,Pinecrest,11,Free/Reduced,0,0,2008-11-11
200797,Mateo,Davis,Riverview,8,Free/Reduced,1,0,2016-08-14
200798,Olivia,Martinez,Mosley,9,Free/Reduced,0,0,2016-11-25
200799,Charlotte,Johnson ,Mosley,8,Free/Reduced,0,0,2018-04-11
200008,Amelia,Anderson,Pinecrest,11,Paid,0,0,2008-09-14
